"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44368841","14.14.2","0.43","","","","2"
"2018","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44368841","14.14.2","0.35","","","","2"
"2019","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44368841","14.14.2","0.37","","","","2"
"2020","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44368841","14.14.2","0.35","","","","2"
"2016","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44350017","14.15.2","1.16","","","","2"
"2017","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44350017","14.15.2","1.34","","","","2"
"2018","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44350017","14.15.2","1.29","","","","2"
"2019","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44350017","14.15.2","1.27","","","","2"
"2020","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44350017","14.15.2","1.43","","","","2"
"2016","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44391212","14.16.2","45.31","","","","2"
"2017","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44391212","14.16.2","56.40","","","","2"
"2018","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44391212","14.16.2","58.81","","","","2"
"2019","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44391212","14.16.2","59.30","","","","2"
"2020","Montréal, Quebec [24462]","2011S0503462","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44391212","14.16.2","59.48","","","","2"
"2016","Montréal, Quebec [24462]","2011S0503462","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44397187","14.17.2","18.81","","","","2"
"2017","Montréal, Quebec [24462]","2011S0503462","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44397187","14.17.2","23.10","","","","2"
"2018","Montréal, Quebec [24462]","2011S0503462","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44397187","14.17.2","23.35","","","","2"
"2019","Montréal, Quebec [24462]","2011S0503462","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44397187","14.17.2","25.06","","","","2"
"2020","Montréal, Quebec [24462]","2011S0503462","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44397187","14.17.2","23.16","","","","2"
"2016","Montréal, Quebec [24462]","2011S0503462","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44339408","14.22.2","3.52","","","","2"
"2017","Montréal, Quebec [24462]","2011S0503462","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44339408","14.22.2","2.92","","","","2"
"2018","Montréal, Quebec [24462]","2011S0503462","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44339408","14.22.2","2.97","","","","2"
"2019","Montréal, Quebec [24462]","2011S0503462","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44339408","14.22.2","2.87","","","","2"
"2020","Montréal, Quebec [24462]","2011S0503462","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44339408","14.22.2","1.86","","","","2"
"2016","Montréal, Quebec [24462]","2011S0503462","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44350277","14.23.2","119.93","","","","2"
"2017","Montréal, Quebec [24462]","2011S0503462","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44350277","14.23.2","119.69","","","","2"
"2018","Montréal, Quebec [24462]","2011S0503462","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44350277","14.23.2","119.82","","","","2"
"2019","Montréal, Quebec [24462]","2011S0503462","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44350277","14.23.2","133.68","","","","2"
"2020","Montréal, Quebec [24462]","2011S0503462","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44350277","14.23.2","139.29","","","","2"
"2016","Montréal, Quebec [24462]","2011S0503462","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44417698","14.24.2","341.51","","","","2"
"2017","Montréal, Quebec [24462]","2011S0503462","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44417698","14.24.2","349.14","","","","2"
"2018","Montréal, Quebec [24462]","2011S0503462","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44417698","14.24.2","350.41","","","","2"
"2019","Montréal, Quebec [24462]","2011S0503462","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44417698","14.24.2","391.34","","","","2"
"2020","Montréal, Quebec [24462]","2011S0503462","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44417698","14.24.2","373.50","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44391485","15.5.2","0.92","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44391485","15.5.2","0.30","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44391485","15.5.2","1.20","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44391485","15.5.2","0.88","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44391485","15.5.2","2.04","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44379472","15.10.2","0.00","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44379472","15.10.2","0.91","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44379472","15.10.2","0.30","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44379472","15.10.2","0.00","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44379472","15.10.2","0.00","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370128","15.13.2","1.83","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370128","15.13.2","1.81","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370128","15.13.2","2.39","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370128","15.13.2","1.77","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370128","15.13.2","0.88","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347625","15.14.2","0.00","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347625","15.14.2","0.30","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347625","15.14.2","0.90","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347625","15.14.2","0.29","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347625","15.14.2","0.88","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44404703","15.15.2","1.22","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44404703","15.15.2","0.91","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44404703","15.15.2","0.60","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44404703","15.15.2","1.18","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44404703","15.15.2","1.75","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44381904","15.16.2","45.18","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44381904","15.16.2","55.03","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44381904","15.16.2","56.22","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44381904","15.16.2","64.30","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44381904","15.16.2","49.29","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401499","15.17.2","27.47","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401499","15.17.2","39.01","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401499","15.17.2","40.97","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401499","15.17.2","38.93","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401499","15.17.2","46.38","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44362561","15.22.2","3.36","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44362561","15.22.2","2.72","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44362561","15.22.2","1.79","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44362561","15.22.2","3.24","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44362561","15.22.2","5.54","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44344655","15.23.2","105.92","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44344655","15.23.2","127.00","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44344655","15.23.2","123.50","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44344655","15.23.2","125.05","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44344655","15.23.2","125.13","","","","2"
"2016","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44394149","15.24.2","467.34","","","","2"
"2017","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44394149","15.24.2","493.48","","","","2"
"2018","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44394149","15.24.2","474.86","","","","2"
"2019","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44394149","15.24.2","450.07","","","","2"
"2020","Ottawa-Gatineau, Quebec part [24505]","2011S050524505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44394149","15.24.2","387.63","","","","2"
"2016","Ontario [35]","2016A000235","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44394280","16.5.2","1.48","","","","2"
"2017","Ontario [35]","2016A000235","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44394280","16.5.2","1.40","","","","2"
"2018","Ontario [35]","2016A000235","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44394280","16.5.2","1.90","","","","2"
"2019","Ontario [35]","2016A000235","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44394280","16.5.2","1.74","","","","2"
"2020","Ontario [35]","2016A000235","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44394280","16.5.2","1.59","","","","2"
"2016","Ontario [35]","2016A000235","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44375742","16.10.2","0.26","","","","2"
"2017","Ontario [35]","2016A000235","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44375742","16.10.2","0.21","","","","2"
"2018","Ontario [35]","2016A000235","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44375742","16.10.2","0.36","","","","2"
"2019","Ontario [35]","2016A000235","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44375742","16.10.2","0.20","","","","2"
"2020","Ontario [35]","2016A000235","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44375742","16.10.2","0.19","","","","2"
"2016","Ontario [35]","2016A000235","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44412365","16.13.2","1.88","","","","2"
"2017","Ontario [35]","2016A000235","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44412365","16.13.2","2.04","","","","2"
"2018","Ontario [35]","2016A000235","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44412365","16.13.2","2.64","","","","2"
"2019","Ontario [35]","2016A000235","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44412365","16.13.2","2.39","","","","2"
"2020","Ontario [35]","2016A000235","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44412365","16.13.2","2.19","","","","2"
"2016","Ontario [35]","2016A000235","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44358893","16.14.2","0.25","","","","2"
"2017","Ontario [35]","2016A000235","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44358893","16.14.2","0.41","","","","2"
"2018","Ontario [35]","2016A000235","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44358893","16.14.2","0.26","","","","2"
"2019","Ontario [35]","2016A000235","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44358893","16.14.2","0.21","","","","2"
"2020","Ontario [35]","2016A000235","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44358893","16.14.2","0.18","","","","2"
"2016","Ontario [35]","2016A000235","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44351805","16.15.2","1.05","","","","2"
"2017","Ontario [35]","2016A000235","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44351805","16.15.2","1.07","","","","2"
"2018","Ontario [35]","2016A000235","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44351805","16.15.2","1.23","","","","2"
"2019","Ontario [35]","2016A000235","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44351805","16.15.2","1.49","","","","2"
"2020","Ontario [35]","2016A000235","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44351805","16.15.2","1.68","","","","2"
"2016","Ontario [35]","2016A000235","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44417809","16.16.2","53.58","","","","2"
"2017","Ontario [35]","2016A000235","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44417809","16.16.2","62.42","","","","2"
"2018","Ontario [35]","2016A000235","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44417809","16.16.2","73.86","","","","2"
"2019","Ontario [35]","2016A000235","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44417809","16.16.2","74.54","","","","2"
"2020","Ontario [35]","2016A000235","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44417809","16.16.2","63.18","","","","2"
"2016","Ontario [35]","2016A000235","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44372610","16.17.2","14.62","","","","2"
"2017","Ontario [35]","2016A000235","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44372610","16.17.2","15.00","","","","2"
"2018","Ontario [35]","2016A000235","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44372610","16.17.2","15.92","","","","2"
"2019","Ontario [35]","2016A000235","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44372610","16.17.2","15.94","","","","2"
"2020","Ontario [35]","2016A000235","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44372610","16.17.2","16.56","","","","2"
"2016","Ontario [35]","2016A000235","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44361058","16.22.2","7.71","","","","2"
"2017","Ontario [35]","2016A000235","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44361058","16.22.2","7.67","","","","2"
"2018","Ontario [35]","2016A000235","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44361058","16.22.2","7.37","","","","2"
"2019","Ontario [35]","2016A000235","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44361058","16.22.2","7.80","","","","2"
"2020","Ontario [35]","2016A000235","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44361058","16.22.2","7.10","","","","2"
"2016","Ontario [35]","2016A000235","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44397951","16.23.2","96.16","","","","2"
"2017","Ontario [35]","2016A000235","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44397951","16.23.2","101.45","","","","2"
"2018","Ontario [35]","2016A000235","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44397951","16.23.2","107.56","","","","2"
"2019","Ontario [35]","2016A000235","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44397951","16.23.2","109.72","","","","2"
"2020","Ontario [35]","2016A000235","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44397951","16.23.2","117.65","","","","2"
"2016","Ontario [35]","2016A000235","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44410217","16.24.2","327.93","","","","2"
"2017","Ontario [35]","2016A000235","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44410217","16.24.2","337.51","","","","2"
"2018","Ontario [35]","2016A000235","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44410217","16.24.2","357.94","","","","2"
"2019","Ontario [35]","2016A000235","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44410217","16.24.2","371.04","","","","2"
"2020","Ontario [35]","2016A000235","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44410217","16.24.2","328.88","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52147959","17.5.2","2.00","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52147959","17.5.2","1.09","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52147959","17.5.2","1.50","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52147959","17.5.2","1.12","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v52147959","17.5.2","1.17","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52146962","17.10.2","0.15","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52146962","17.10.2","0.65","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52146962","17.10.2","0.29","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52146962","17.10.2","0.07","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v52146962","17.10.2","0.07","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52147332","17.13.2","1.41","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52147332","17.13.2","1.60","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52147332","17.13.2","1.71","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52147332","17.13.2","0.98","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v52147332","17.13.2","0.90","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v52147440","17.14.2","0.22","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v52147440","17.14.2","0.65","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v52147440","17.14.2","0.36","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v52147440","17.14.2","0.56","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v52147440","17.14.2","0.48","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52147559","17.15.2","0.81","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52147559","17.15.2","1.09","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52147559","17.15.2","0.71","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52147559","17.15.2","0.98","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v52147559","17.15.2","1.52","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52148599","17.16.2","54.91","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52148599","17.16.2","59.52","","","","2"
